DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2009,18.4,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2010,17.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2011,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2012,17.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2013,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2014,17.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2015,17.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2016,17.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2017,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2018,18.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2019,18.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2020,18.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2021,17.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2022,17.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2023,17.2,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,2024,16,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2007,22.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2008,19.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2009,17.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2010,16.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2011,16.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2012,15.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2013,14.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2014,14.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2015,13.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2016,12.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2017,11.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2018,10.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2019,10.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2020,9.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2021,11.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2022,11.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2023,12,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,2024,11.8,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2007,23.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2008,26.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2009,25.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2010,21.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2011,22.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2012,22.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2013,22.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2014,22.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2015,22.5,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2016,21.5,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2017,21.1,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2018,20.1,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2019,19.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2020,16.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2021,15.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2022,18.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2023,18,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,2024,18.5,dp,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2007,22.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2008,22.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2009,22.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2010,22.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2011,22.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2012,22.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2013,22.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2014,22.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2015,21.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2016,21.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2017,20.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2018,20.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2019,19.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2020,18.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2021,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2022,17.7,b,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2023,17.6,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,2024,15.6,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2007,17.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2008,17.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2009,16.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2010,17.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2011,16.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2012,16.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2013,16.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2014,16.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2015,15.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2016,15.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2017,14.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2018,14.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2019,17.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2020,13.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2021,14.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2022,13.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2023,14,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,2024,14,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2010,17.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2011,17.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2012,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2013,17.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2014,16.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2015,16.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2016,16.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2017,15.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2018,15.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2019,14.6,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2020,14.0,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2021,13.4,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),2022,13.2,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2010,16.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2011,17.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2012,17.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2013,17.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2014,16.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2015,16.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2016,16.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2017,15.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2018,15.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2019,14.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2020,13.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2021,13.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2022,12.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2023,12.1,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area – 20 countries (2023-2025),2024,11.4,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2007,30.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2008,27.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2009,26.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2010,27.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2011,27.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2012,29.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2013,29.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2014,28.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2015,26.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2016,24.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2017,24.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2018,21.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2019,21.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2020,21.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2021,20.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2022,21.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2023,19.6,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,2024,18.8,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2007,21.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2008,22,d,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2010,15.0,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2014,12.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2018,10.4,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2022,13.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2023,13.6,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,2024,13.4,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2007,18.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2008,16.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2009,16.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2010,16.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2011,17.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2012,18.7,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2013,17.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2014,14.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2015,14.1,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2016,14.8,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2017,13.5,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2018,11.9,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2019,9.6,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2020,9.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2021,9.3,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2022,9.2,,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2023,7.3,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,2024,7.3,p,
ESTAT:EARN_GR_GPGR2(1.0),26/02/26 23:00:00,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),2010,15.8,,
